ReferenceID,BibliographicReference,ReferenceYear
REF562,"""Johnson K. (1984). Identification of Eoreuma loftini (Dyar)(Lepidoptera: Pyralidae) in Texas 1980: Forerunner for other sugarcane boring pest immigrants from Mexico?. Bulletin of the ESA. 30(3): 47-52""",1984
REF563,"""Johnson M. Johnson R. (2025). Dorantes longtail Thorybes dorantes (Lepidotopera: Hesperiidae): first record for Canada and probable origin. The Canadian Entomologist 157 e3""",2025
REF564,"""Joshi R. et al. (2019). An updated checklist of subfamily Nolinae (Lepidoptera Nolidae) from India. Records of the Zoological Survey of India. 119(3): 263-281""",2019
REF565,"""Joshi R. et al. (2024). A Catalogue of Indian Euteliidae (Lepidoptera Noctuoidea). Zootaxa. 5448(2): 151-182""",2024
REF566,"""Josvai J. et al. (2014). Performance of traps baited with female-targeted lure vs. pheromone traps for monitoring of the green budworm moth Hedya nubiferana Haw. in Hungary. Acta Phytopathologica et Entomologica Hungarica. 49(2): 223-233""",2014
REF567,"""Joyce A. et al. (2014). Geographic population structure of the sugarcane borer Diatraea saccharalis (F.)(Lepidoptera: Crambidae) in the southern United States. PLoS One. 9(10): e110036""",2014
REF568,"""Julien M. (2000). Biological control of water hyacinth with arthropods: a review to 2000. Aciar Proceedings ACIAR. 1998: 8-20""",2000
REF569,"""Jung J. et al. (2016). Can Maruca vitrata (Lepidoptera: Crambidae) Over-winter in Suwon Area? Korean Journal of Applied Entomology. 55(4): 439-444""",2016
REF570,"""Jung J. et al. (2019). Effect of climate change on the potential distribution of the common cutworm (Spodoptera litura) in South Korea. Entomological Research. 49(12): 519-528""",2019
REF571,"""Junnilainen J. et al. (2010). The gelechiid fauna of the southern Ural Mountains part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68""",2010
REF572,"""Jurc M. et al. (2016). Potentially Important Insect Pests of Celtis australis in Slovenia Croatia and Hungary. Sumarski list. 11: 577-588""",2016
REF573,"""Kacar G. Ulusoy M. (2011). Zelleria oleastrella (Milliere) (Lepidoptera: Yponomeutidae) a new record for the fauna of Turkey. Turkish Journal of Zoology. 35(6): 15""",2011
REF574,"""Kaila L. (1995). A Revision Of The North American Perittia (Onceroptila) With First Nearctic Records Of The Genus Mendesia (Elachistidae). Journal of the Lepidopterists Society. 49(3): 208-222""",1995
REF575,"""Kalawate A. et al. (2022). First Indian DNA barcode record for the moth species Pygospila tyres (Cramer 1780) (Lepidoptera: Crambidae: Spilomelinae) distributed in Asia and Australia. Journal of Threatened Taxa. 14(2): 20637-20642""",2022
REF576,"""Kaleka A. et al. (2018). Studies on genus Hippotion Huebner (Sphingidae: Lepidoptera) from India. Journal of Entomological Research. 42(1): 129-134""",2018
REF577,"""Kamar N. et al. (2025). Bioecology and management of a Generalist Semilooper Anomis sabulifera Guenee 1852 (Lepidoptera: Erebidae): a review: A Review on Anomis sabulifera. Journal of Applied Entomologist. 5(3): 14-23""",2025
REF578,"""Kambor J. (2022). Apple moth-an occasional pest of Swiss apple orchards. Vignes et Vergers. 54(5): 12-13""",2022
REF579,"""Kamburov S. (1986). New pests and beneficial insects on citrus in South Africa - Part I. Citrus and Subtropical Fruit Journal. 625: 6-7""",1986
REF580,"""Kamtchou Y. et al. (2023). Overall dominance of Spodoptera frugiperda Smith (Lepidoptera: Noctuidae) within the lepidopteran pests community infesting maize fields in the Littoral Region of Cameroon. International Journal of Tropical Insect Science. 43(1): 163-172""",2023
REF581,"""Kang T. et al. (2024). Alien hitchhiker insect species detected on international vessels entering Korea in 2023. Proceedings of the National Institute of Ecology of the Republic of Korea 5(4) 161-168""",2024
REF582,"""Karami A. et al. (2022). Native parasitoids of the fall webworm Hyphantria cunea (Drury 1773) (Lepidoptera Erebidae) an invasive alien pest in northern Iran. Journal of Insect Biodiversity and Systematics. 09(1): 81-101""",2022
REF583,"""Karn R. et al. (2020). Hypena opulenta: a biological weed control agent for controlling an invasive weed species swallow-wort: a review. Environment Contaminants Review. 3(1): 1-3""",2020
REF584,"""Karsholt O. et al. (2023). Overview of the Gelechiidae moths (Lepidoptera) of Krk Island Croatia: diversity distribution and ecological insights. Gortania Botanica Zoologia. 45: 95-124""",2023
REF585,"""Karsholt O. Sinev S. (2004). Contribution to the Lepidoptera fauna of the Madeira Islands Part 4. Blastobasidae. Beitrage zur Entomologie. 54(2): 387-463""",2004
REF586,"""Kaspi R. et al. (2019). Nontarget host risk assessment of the egg parasitoid trichogrammatoidea cryptophlebiae (hymenoptera: Trichogrammatidae) for classical biological control of the false codling moth (Lepidoptera: Tortricidae) in Israel. Journal of Economic Entomology. 113(2): 1023-1027""",2019
REF587,"""Kawahara A. et al. (2013). Evolution of Manduca sexta hornworms and relatives: biogeographical analysis reveals an ancestral diversification in Central America. Molecular Phylogenetics and Evolution. 68(3): 381-386""",2013
REF588,"""Kawazu K. et al. (2008). Lepidoptera captured on the East China Sea in 2005 and predicted migration sources. Entomological Science. 11(3): 315-322""",2008
REF589,"""Kazilas C. et al. (2021). Utilization of citizen science data to monitor alien species: the box tree moth Cydalima perspectalis (Walker 1859) (Lepidoptera: Crambidae) invades natural vegetation in Greece. BioInvasions Records. 10(4): 1032-1044""",2021
REF590,"""Kendrick R. (2005). Kadoorie Farm and Botanic Garden 2005 Fauna Checklist. RIB International Ltd. Kowloon Bay Hong Kong""",2005
REF591,"""Khan A. Baloch G. (1976). Coleophora klimeschiella [Lep.: Coleophoridae] a promising biocontrol agent for russian thistles Salsola spp. Entomophaga. 21(4): 425-428""",1976
REF592,"""Khan Z. et al. (1988). A bibliography of rice leaffolders (Lepidoptera: Pyralidae). International Journal of Tropical Insect Science. 9(2): 129-174""",1988
REF593,"""Kim S. et al. (2023). One Newly Recorded Species Autosticha kyotensis (Lepidoptera: Autostichidae) from Korea with a World Checklist of the Genus. Korean Journal of Applied Entomology. 62(2): 61-67""",2023
REF594,"""Kim S. et al. (2025). Five newly recorded species of the genus Argyresthia (Lepidoptera: Argyresthiidae) from Korea. Journal of Asia-Pacific Biodiversity. 18(2): 315-319""",2025
REF595,"""Kimberling D. et al. (1986). Distribution and parasitism of winter moth Operophtera-brumata (Lepidoptera Geometridae) in western Oregon. Environmental Entomology. 15: 1042-1046""",1986
REF596,"""Kinyanjui G. et al. (2019). Infestation Levels and Molecular Identification Based on Mitochondrial COI Barcode Region of Five Invasive Gelechiidae Pest Species in Kenya. Journal of Economic Entomology. 112(2): 872-882""",2019
REF597,"""Kipp R. et al. (2024). Acentria ephemerella Olivier 1791: U.S. Geological Survey Nonindigenous Aquatic Species Database Gainesville FL and NOAA Great Lakes Aquatic Nonindigenous Species Information System Ann Arbor MI. Available at: https://nas.er.usgs.gov/queries/GreatLakes/FactSheet.aspx?Species_ID=2362""",2024
REF598,"""Kirichenko N. et al. (2019). Invasive leafminers on woody plants: a global review of pathways impact and management. Journal of Pest Science. 92: 93-106""",2019
REF599,"""Kirichenko N. et al. (2019). Novel Data on the Taxonomic Diversity Distribution and Host Plants of Leafmining Moths of the Family Gracillariidae (Lepidoptera) in Siberia Based on DNA Barcoding. Entomological Review. 99(6): 796-819""",2019
REF600,"""Kirichenko N. et al. (2022). Tracing the invasion of a leaf-mining moth in the Palearctic through DNA barcoding of historical herbaria. Scientific Reports. 12: 5065""",2022
REF601,"""Kirichenko N. et al. (2023). First Discovery of the North American Leaf-Mining Moth Chrysaster ostensackenella (Lepidoptera: Gracillariidae) in Russia: The Genetic Diversity of a Novel Pest in Invaded vs Native Range. Insects. 14: 642""",2023
REF602,"""Kirichenko N. et al. (2023). Invasion Genetics of the Horse-Chestnut Leaf Miner Cameraria ohridella (Lepidoptera: Gracillariidae) in European Russia: A Case of Successful Involvement of Citizen Science in Studying an Alien Insect Pest. Insects. 14: 117""",2023
REF603,"""Kirk H. et al. (2013). Worldwide population genetic structure of the oriental fruit moth (Grapholita molesta) a globally invasive pest. BMC Ecology. 13: 12""",2013
REF604,"""Kirti J. Singh H. (2013). An inventory of subfamily Catocalinae (Noctuidae: Lepidoptera) from North-East India. Journal of Applied Biosciences. 39(1): 1-22""",2013
REF605,"""Kluge R. Caldwell P. (1993). Host Specificity of Parachaetes insulata (Lepidoptera: Arctiidae) a Biological Control Agent for Chromolaena odorata (Compositae). Entomophaga. 38(4): 451-457""",1993
REF606,"""Knill-Jones R. (2019). Conistra rubiginosa (Scopoli 1763) Black-spotted Chestnut. A brief summary of recent records in England. Entomologists Record and Journal of Variation. 131: 103-104""",2019
REF607,"""Knopf K. Habeck D. (1976). Life history and biology of Samea multiplicalis. Environmental Entomology. 5(3): 539-542""",1976
REF608,"""Kocak A. et al. (2006). A new genus and species to the Lepidoptera Fauna of Turkey and Syria (Papilionidae). Centre for Entomological Studies Ankara - Miscellaneous Papers. 97: 1-6""",2006
REF609,"""Kocak O. Cerci B. (2021). Lepidoptera fauna of Karaman with two new records for Turkey. Munis Entomology and Zoology. 16(2): 1171-1234""",2021
REF610,"""Koch C. Waterhouse D. (2000). The distribution and importance of arthropods associated with agriculture and forestry in Chile. Australian Centre for International Agricultural Research (ACIR). ACIR Monographs. Australia Canberra. 234pp""",2000
REF611,"""Kolosova Y. Bolotov I. (2020). Recent invasion of the Lime Swallowtail Papilio demoleus (Lepidoptera: Papilionidae) to Seychelles. Ecologica Montenegrina. 28: 31-39""",2020
REF612,"""Konan K. et al. (2022). Geographical distribution and host range status of Tuta absoluta Meyrick (Lepidoptera: Gelechiidae) in Cote dIvoire. International Journal of Tropical Insect Science. 42: 365-377""",2022
REF613,"""Konecna H. Sefrova H. (2014). Morphology biology and control possibilities of two Argyresthia species-A. thuiella and A. trifasciata (Lepidoptera: Argyresthiidae). Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis. 62(3): 529-538""",2014
REF614,"""Kononenko V. et al. (1998). Illustrated catalogue of Noctuidae in Korea (Lepidoptera). Insect of Korea. Series 3. Korea Research Institute of Bioscience and Biotechnology : Center for Insect Systematics""",1998
REF615,"""Kononenko V. Pinratana A. (2013). Moths of Thailand. Noctuoidea. An illustrated Catalogue of Erebidae Nolidae Euteliidae and Noctuidae (Insecta Lepidoptera) in Thailand. Brothers of St. Gabriel in Thailand. Bangkok""",2013
REF616,"""Koo J. et al. (2019). Chrysaster ostensackenella (Fitch 1859) (Lepidoptera: Gracillariidae) new to Korea. Korean Journal of Applied Entomology. 58 (3): 225-228""",2019
REF617,"""Koren T. (2022). The Diversity of Moths (Lepidoptera: Heterocera) of Significant Landscape Donji Kamenjak and Medulin Archipelago Istria Croatia. Annales: Series Historia Naturalis. 32(1): 237-260""",2022
REF618,"""Koren T. Crne M. (2012). The first record of the box tree moth Cydalima perspectalis (Walker 1859) (Lepidoptera Crambidae) in Croatia. Natura Croatica. 21: 507-510""",2012
REF619,"""Koshkin E. Bezborodov V. (2019). First record of Sphecodina caudata (Bremer and Grey 1852) (Lepidoptera Sphingidae) from Amur Oblast with an overview of its distribution in Russia. Check List. 15(5): 847-850""",2019
REF620,"""Koster S. et al. (2007). Two species of the Mompha trithalama-complex as possible biological control of Kosters curse and Velvet tree. XV European Congress of Lepidopterology - Berlin""",2007
REF621,"""Koster S. et al. (2019). The Eastern Palaearctic Cosmopterix feminella Sinev 1988 introduced in Italy: taxonomy biology and a new synonymy (Lepidoptera Cosmopterigidae). Nota Lepidopterologica. 42: 49-61""",2019
REF622,"""Koster S. Sammut P. (2006). Faunistic notes on Momphidae Batrachedridae Stathmopodidae and Cosmopterigidae from the Maltese Islands. Nota lepidopterologica. 29(1): 49-63""",2006
REF623,"""Kovacs Z. Kovacs S. (2020). Contributions to the knowledge of the Depressariidae Peleopodidae Ethmiidae and Fuchsiini (Lepidoptera Gelechioidea) of Romania with an annotated checklist. Travaux du Museum National d Histoire Naturelle Grigore Antipa. 63(2): 203-254""",2020
REF624,"""Kovacs Z. Kovacs S. (2023). An overview of the Romanian Meessiidae Eriocottidae and Tineidae (Lepidoptera Tineoidea) summarizing the current knowledge in an updated and annotated checklist. Entomologica Romanica. 27: 1-34""",2023
REF625,"""Krauss N. (1966). Biological control investigations on some Hawaiian weeds. Proceedings Hawaiian Entomological Society. 19(2): 223-231""",1966
REF626,"""Kravchenko V. et al. (2004). The Catocalinae (Lepidoptera: Noctuidae) of Israel. Russian Entomological Journal. 13(3): 175-186""",2004
REF627,"""Kravchenko V. et al. (2007). The Hadeninae of Israel (Lepidoptera: Noctuidae). SHILAP Revista de Lepidopterologia. 35(140): 441-454""",2007
REF628,"""Kravchenko V. et al. (2014). Seven invasive owlet moths (Lepidoptera: Noctuidae) in Israel and their potential parasitoids (Hymenoptera: Chalcidoidea). Phytoparasitica. 42(3): 333-339""",2014
REF629,"""Kriticos D. et al. (2015). The Potential Distribution of Invading Helicoverpa armigera in North America: Is It Just a Matter of Time?. PLoS One. 10(3): e0119618""",2015
REF630,"""Krivosheina M. Ozerova N. (2020). Horse-chestnut leafminer Cameraria ohridella: invasion history and prognosis. IOP Conference Services: Earth Environmental Sciences. 579: 012071""",2020
REF631,"""Kroschel J. Zegarra O. (2013). Attract-and-kill as a new strategy for the management of the potato tuber moths Phthorimaea operculella (Zeller) and Symmetrischema tangolias (Gyen) in potato: evaluation of its efficacy under potato field and storage conditions. Pest Management Science. 69(11): 1205-1215""",2013
REF632,"""Krsteska V. Stojanoski P. (2012) Phthorimaea operculella (Zeller 1983) in the tobacco agro-ecosystem. In: International Conference on BioScience: Biotechnology and Biodiversity The Forth Joint UNS - PSU Novi Sad""",2012
REF633,"""Krushelnycky P. et al. (2018). Performance of the biocontrol agent Secusio extensa (Lepidoptera: Erebidae) on its target host Senecio madagascariensis (Madagascar fireweed) on an alternate host Delairea odorata (Cape ivy) and on non-target plants in Hawaii. Biological Control. 121: 234-246""",2018
REF634,"""Ksentini I. et al. (2011). First report on Virachola livia Klug. (Lepidoptera: Lycaenidae) and its effects on different pomegranate varieties in Tunisia. Bulletin OEPP/EPPO Bulletin. 41: 178-182""",2011
REF635,"""Kuhlmann U. et al. (1998). Quantifying the impact of insect predators and parasitoids on populations of the apple ermine moth Yponomeuta malinellus (Lepidoptera: Yponomeutidae) in Europe. Bulletin of Entomological Research. 88(2): 165-175""",1998
REF636,"""Kumar V. et al. (2014). Outbreak of the looper Perixera illepidaria (Lepidoptera: Geometridae) on litchi Litchi chinensis (Sapindales: Sapindaceae)-a new pest record from India. Florida Entomologist. 97(1): 22-29""",2014
REF637,"""Kumata T. (1956). A revision of the Japanese species of the genus Leucoma Stephens (Lepidoptera Lymantriidae). Insecta Matsumurana. 20(3): 107-113""",1956
REF638,"""Kumata T. (1961). Descriptions of a new genus and a new species of Gracillariidae from Japan (Lepidoptera). Insecta Matsumurana. 24(1): 52-56""",1961
REF639,"""Kumata T. (1995). Ketapangia a new genus for Macarostola leucochorda and Acrocercops regulifera [Gracillariidae Lepidoptera]. Insecta matsumurana. New series: journal of the Faculty of Agriculture Hokkaido University series entomology. 52 133-148""",1995
REF640,"""Kumata T. Horak M. (1997). The native Dialectica aemula (Meyrick) and the introduced Dialectica scalariella (Zeller)(Lepidoptera: Gracillariidae) in Australia: characterisation of two closely related species on Boraginaceae. Australian Journal of Entomology. 36(1): 25-35""",1997
REF641,"""Kundu S. et al. (2012) Nonmulberry silk biopolymers. Biopolymers. 97: 455-467""",2012
REF642,"""Kuroko H. (1964). Revisional studies on the family Lyonetiidae of Japan (Lepidoptera). ESAKIA. 4: 1-61""",1964
REF643,"""Kurr A. Szasorv C. (2000). Survey Of The Taiwanese Ethmiinae (Leprdoprera Oecophoridae) With Descriptions Of Three New Species. Acta Zoologica Academiae Scientiaruh Hungaricae. 46(1): 53-78""",2000
REF644,"""Lafontaine J. Schmidt B. (2010). Annotated check list of the Noctuoidea (Insecta Lepidoptera) of North America north of Mexico. ZooKeys. 40: 1-239""",2010
REF645,"""Lafontaine J. Sullivan J. (2009). A review of the genus Megalographa Lafontaine and Poole (Lepidoptera: Noctuidae: Plusiinae) with the description of a new species from Costa Rica. Insecta Mundi. 0077: 1-10""",2009
REF646,"""Lambkin T. Knight A. (2007). Confirmation of Euploea leucostictos (Gmelin) and E. netscherierana (Fruhstorfer)(Lepidoptera: Nymphalidae) in Torres Strait Queensland and the first record of E. tulliolus dvdgeonis (Grose-Smith) in Australia. The Australian Entomologist. 34(1): 15-26""",2007
REF647,"""Lance D. et al. (2016). Mating Disruption as a Suppression Tactic in Programs Targeting Regulated Lepidopteran Pests in US. Journal of Chemical Ecology. 42: 590-605""",2016
REF648,"""Landolt P. (1993). Suitability of six species of Commelinaceae as larval hosts of Mouralia tinctoides (Lepidoptera: Noctuidae Plusiinae). Florida Entomologist 572-576""",1993
REF649,"""Landolt P. et al. (2010). First report of Hecatera dysodea (Denis and Schiffermuller)(Noctuidae) in the Pacific Northwest of the United States. The Journal of the Lepidopterists Society. 64(4): 192-196""",2010
REF650,"""Landry B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera Pyralidae sl) of the Galapagos Islands Ecuador. Revue Suisse de Zoologie. 123(2): 315-399""",2016
REF651,"""Landry B. et al. (2023). ﻿ The identity of Argyrialacteella (Fabricius 1794)(Lepidoptera Pyraloidea Crambinae) synonyms and related species revealed by morphology and DNA capture in type specimens. ZooKeys. 1146: 1""",2023
REF652,"""Landry J. (2007). Taxonomic review of the leek moth genus Acrolepiopsis (Lepidoptera: Acrolepiidae) in North America. The Canadian Entomologist. 139: 319-353""",2007
REF653,"""Landry J. et al. (2013). Shared but overlooked: 30 species of Holarctic Microlepidoptera revealed by DNA barcodes and morphology. Zootaxa. 3749(1): 1-93""",2013
REF654,"""Landry J. Wright B. (1993). Systematics of the Nearctic species of metallic-green Coleophora (Lepidoptera: Coleophoridae). The Canadian Entomologist. 125(3): 549-618""",1993
REF655,"""Langdon W. (2023). Dialectica scalariella (Zeller 1850)(Lep.: Gracillariidae) at Dungeness Kent: The first British Breeding Record. Entomologists Record and Journal of Variation. 135: 6-18""",2023
REF656,"""Latha V. Nagashree. (2023). Hippotion celerio: an unfamiliar guest in our balcony. Insect Environment. 26(1): 32-34""",2023
REF657,"""Lee D. et al. (2018). Review of the stored product pest genus Nemapogon Schrank 1802 (Lepidoptera Tineidae) from Korea. Journal of Asia-Pacific Biodiversity. 11(4): 554-559""",2018
REF658,"""Lee D. et al. (2020). A review of the genus Erechthias Meyrick (Lepidoptera Tineidae) with two newly recorded species from Korea. Journal of Asia-Pacific Biodiversity. 13(4): 625-630""",2020
REF659,"""Lee G. et al. (2014). External egg morphology of the Hawaiian dancing moth Dryadaula terpsichorella (Lepidoptera: Tineidae). Journal of Natural History. 48(15-16): 969-974""",2014
REF660,"""Lee J. Pemberton W. (2005). Larval parasitoids of the apple ermine moth Yponomeuta malinellus in Korea Japan and China. BioControl. 50: 247-258""",2005
REF661,"""Lee S. et al. (2017). Ornativalva erubescens (Walsingham) (Lepidoptera: Gelechiidae) Introduced in North America. The Journal of the Lepidopterists Society. 71(3): 141-145""",2017
REF662,"""Lee T. et al. (2019). Two species of Pyraustine moths new to Korea (Lepidoptera: Crambidae). Journal of Asia-Pacific Biodiversity. 12(1): 79-82""",2019
REF663,"""Leiss K. (2011). Management practices for control of ragwort species. Phytochemistry Reviews. 10(1): 153-163""",2011
REF664,"""Leong T. Lim K. (2009). Final instar caterpillar and metamorphosis of the hawkmoth Theretra nessus (Drury) in Singapore (Lepidoptera: Sphingidae: Macroglossinae). Nature in Singapore. 2: 503-510""",2009
REF665,"""Leps J. Spitzer K. (1990). Ecological determinants of butterfly communities (Lepidoptera Papilionoidea) in the Tam Dao mountains Vietnam. Acta Entomologica Bohemoslovaca. 87(3): 182-194""",1990
REF666,"""Leraut G. (2019). Contribution a la connaissance des Pyralidae Phycitinae de Madagascar des Comores et des Mascareignes (III) - Revision et inventaire des especes presentes a Madagascar et dans les Mascareignes. Revue Francaise dEntomologie Generale. 1(2): 38-198""",2019
REF667,"""LeRoux E. Reimer C. (1959). Variation Between Samples of Immature Stages and of Mortalities from Some Factors of the Eye-Spotted Bud Moth Spilonota ocellana (D. and S.)(Lepidoptera: Olethreutidae) and the Pistol Casebearer Coleophora serratella (L.)(Lepidoptera: Coleophoridae) on Apple in Quebec. The Canadian Entomologist. 91(7): 428-449""",1959
REF668,"""Leroy L. et al. (2021). The common fruit-piercing moth in the Pacific Region: a Survey of the current state of a significant Worldwide Economic Pest Eudocima phalonia (Lepidoptera: Erebidae) with a focus on New Caledonia. Insects. 12(2): 117""",2021
REF669,"""Lesovoya N. et al. (2019). The Mediterranean Butterfly Phyllonorycter platani (Staudinger 1870) in the Fomin Botanic Garden (Kiev Ukraine). Russian Journal of Biological Invasions. 10(1): 104-107""",2019
REF670,"""Levi-Zada A. et al. (2019). Evaluation of pheromone of false codling moth Thaumatotibia leucotreta in Israel by sequential SPME/GCMS analysis and field trials. Journal of Pest Science. 93: 519-529""",2019
REF671,"""Lewis J. Sohn J. (2015). Lepidoptera: Yponomeutoidea I (Argyresthiidae Attevidae Praydidae Scythropiidae and Yponomeutidae). Brill Academic Publishers Leiden Netherlands""",2015
REF672,"""Li H. et al. (2010). Microlepidoptera of Hong Kong: Taxonomic study on the genus Dichomeris Hubner 1818 with descriptions of three new species (Lepidoptera: Gelechiidae). SHILAP Revista de lepidopterologia. 38(149): 67-89""",2010
REF673,"""Li H. Sattler K. (2012). A taxonomic revision of the genus Mesophleps Hubner 1825 (Lepidoptera: Gelechiidae). Zootaxa. 3373: 1-82""",2012
REF674,"""Li W. et al. (2017). Antheraea pernyi (Lepidoptera: Saturniidae) and its importance in sericulture food consumption and traditional Chinese medicine. Journal of Economic Entomology. 110(4): 1404-141""",2017
REF675,"""Li X. et al. (2020). A new record of complete mitochondrial genome of Parantica aglea (Lepidoptera: Danainae) and its phylogeny. Mitochondrial DNA Part B. 5(2): 1257-1258""",2022
REF676,"""Li Y. et al. (2015). Mitochondrial DNA revealed the extent of genetic diversity and invasion origin of populations from two separate invaded areas of a newly invasive pest Cydia pomonella (L.) (Lepidoptera: Tortricidae) in China. Bulletin of Entomological Research. 105(4): 485-496""",2015
REF677,"""Lim G. (2002). Observations of Prasinoxena monospila and Doloessa viridis (Lepidoptera: Pyralidae) on the bark of Khaya ivorensis in Malaysia. Journal of Tropical Forest Science. 14(1): 158-161""",2002
REF678,"""Littlefield J. et al. (2000). A petition for the introduction and field release of the Chondrilla root moth Bradyrrhoa gilveolella (Treitschke) for the biological control of rush skeletonweed in North America. USDA-APHIS Biological Control of Weeds Petition""",2000
REF679,"""Liu T. et al. (2015). Biology of Chrysaster ostensackenella (Fitch) a new invasive pest of black locust Robinia pseudoacacia L. plantations and a new record of a related species in China. Chinese Journal of Applied Entomology. 52(4): 942-950""",2015
REF680,"""Liu C. et al. (2024). Climate change facilitates the potentially suitable habitats of the invasive crop insect Ectomyelois ceratoniae (Zeller). Atmosphere 15(1) 119""",2024
REF681,"""Liu X. et al. (2019). Bright silver brilliancy from irregular microstructures in butterfly Curetis acuta moore. Advanced Optical Materials. 7(18): 1900687""",2019
REF682,"""Lok A. et al. (2012). The Native Fauna of the Native Garden at Hortpark: Birds Fishes Amphibians Reptiles Butterflies Moths Damselflies and Dragonflies. Raffles Museum of Biodiversity Research National University of Singapore and Centre for Urban Greenery and Ecology National Parks Board. Singapore""",2012
REF683,"""Lopez-Vaamonde C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668""",2010
REF684,"""Lotts K. Naberhaus T. (coords.) (2024). Butterflies and Moths of North America (Version 07082024). Available at: http://www.butterfliesandmoths.org/ """,2024
REF685,"""Lourido G. Motta C. (2017). First record of Xylophanes ploetzi (Moschler 1876) (Lepidoptera Sphingidae) from Brazil. CheckList. 13 (6): 1055-1058""",2017
REF686,"""Lu B. et al. (2016). Life table analysis under constant temperature for Opisina arenosella (Lepidoptera: Xyloryctidae) an invasive moth of palm plants. Austral Entomology. 55: 334-339""",2016
REF687,"""Lu H. et al. (2023). Ecology invasion history and biodiversity-driven management of the coconut black-headed caterpillar Opisina arenosella in Asia. Frontiers in Plant Science. 14: 1116221""",2023
REF688,"""Lukhtanov V. Pazhenkova E. (2021). The Taxa of the Hyponephele lycaon–H. lupina species complex (Lepidoptera Nymphalidae Satyrinae): deep DNA barcode divergence despite morphological similarity. Folia Biologica (Krakow) 69(1) 11-21""",2021
REF689,"""MAF (2006). Two Auckland Pest Moth Populations Declared Eradicated: Media Release""",2006
REF690,"""Maharjan R. Jung C. (2011). Rearing methods of potato tuber moth Phthorimaea oper- culella (Zeller) (Lepidoptera: Gelechiidae). Korean Journal of Soil Zoology. 15: 53-57""",2011
REF691,"""Maharramova S. Ayberk H. (2017). New records of leafrollers reared in Azerbaijan (Lepidoptera: Tortricidae). Linzer Biologische Beitrage. 49(1): 677-686""",2017
REF692,"""Mahi T. et al. (2024). Tracing the origin of the alien pest Cydia pomonella in Algeria through a worldwide comparison of the species DNA barcodes. Agricultural and Forest Entomology. 27(2): 171‚ai181""",2024
REF693,"""Maier C. (2001). Exotic lepidopteran leafminers in North American apple orchards: rise to prominence management and future threats. Biological Invasions. 3: 283-293""",2001
REF694,"""Maier C. (2005). Hosts pattern of seasonal emergence and flight and new distributional records of palearctic Pasiphila rectangulata (Lepidoptera: Geometridae) in the northeastern United States. Annals of the Entomological Society of America. 98(2): 214-218""",2005
REF695,"""Majka C. (2005). The linden bark borer (Lepidoptera: Agonoxenidae) infesting European linden in Nova Scotia. Canadian Entomologist. 137: 620-621""",2005
REF696,"""Mally R. et al. (2015). Discovery of an unknown diversity of Leucinodes species damaging Solanaceae fruits in sub-Saharan Africa and moving in trade (Insecta Lepidoptera Pyraloidea). ZooKeys. 472: 117-162""",2015
REF697,"""Mally R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw""",2022
REF698,"""Mandal D. Shukla J. (1980). Redescription of the Genus and Species Tiracola plagiata (Walker)[Lepidoptera: Noctuidae]. Records of the Zoological Survey of India. 76: 87-92""",1980
REF699,"""Mantey K. et al. (2000). Laboratory rearing of lesser appleworm (Lepidoptera: Tortricidae). Journal of economic entomology. 93(3): 1021-1024""",2000
REF700,"""Manuel J. et al. (2018). First record of Doleschallia tongana (Lepidoptera: Nymphalidae) for Guam Island. F1000Research. 7: 366""",2018
REF701,"""Marabuto E. (2006). The occurrence of a neotropical hawkmoth in southern Portugal: Agrius cingulatus (Fabricius 1775) (Lepidoptera: Sphingidae). Boletin de la Sociedad Entomologica Aragonesa. 38: 163-166""",2006
REF702,"""Marianelli L. et al. (2020). First record of the pest Artona (Fuscartona) martini Efetov 1997 (Lepidoptera Zygaenidae Procridinae Artonini) in European territory. Redia: Journal of Zoology/Giornale di Zoologia. 103: 3-7""",2020
REF703,"""Mariau D. (2001). The fauna of oil palm and coconut: insect and mites pests and their natural enemies. Editions Quae""",2001
REF704,"""Markhasiov M. (2023). First record of Western Pygmy-Blue Brephidium exilis (Boisduval 1852) in Iran. Atalanta. 54(1): 116-118""",2023
REF705,"""Marko K. Verovnik R. (2009). First record of Cacyreus marshalli (Lycaenidae) from the Balkan Peninsula. Nota Lepidopterologica. 32(1): 81-82""",2009
REF706,"""Martelli F. Paradiso F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952""",2022
REF707,"""Martelli M. (1956). Osservazioni sulletologia della Coleophora anatipennella Hb.(Lepidoptera Coleophoridae). Bollettino di Zoologia Agraria e Bachicoltura. 22: 247-255""",1956
REF708,"""Martin-Garcia J. et al. (2011). Patterns and monitoring of Sesia apiformis infestations in poplar plantations at different spatial scales. Journal of Applied Entomology. 135(5): 382-392""",2011
