Species;Area;Realm;Cryptogenic;Introduced;Dispersal;Established;Eradicated;Intentional_Release;Year;Reference Year;Reference
Phyllonorycter issikii;Belarus;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Bulgaria;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Croatia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Czechia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Estonia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Finland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Germany;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Hungary;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Lithuania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Poland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Romania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Russia Asia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Slovakia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;Slovenia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter issikii;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter joannisi;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Austria;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Belgium;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Bulgaria;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Croatia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Czechia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Denmark;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;France;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Germany;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Greece;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Hungary;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Italy;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Netherlands;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Poland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Serbia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Slovakia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Slovenia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Sweden;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;Switzerland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter leucographella;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Albania;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Austria;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Belgium;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Bulgaria;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Croatia;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Czechia;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Denmark;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;France;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Germany;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Greece;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Hungary;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Israel;Saharo-Arabian;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Italy;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Netherlands;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;North Macedonia;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Poland;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Portugal;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Slovakia;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Slovenia;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Spain;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Sweden;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;Switzerland;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;United Kingdom;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter platani;United Kingdom;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Albania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Austria;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Belgium;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Bulgaria;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Croatia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Czechia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Denmark;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;France;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Germany;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Hungary;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Italy;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Lithuania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Netherlands;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Poland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Romania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Serbia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Slovakia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Slovenia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Spain;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;Switzerland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter robiniella;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Phyllonorycter strigulatella;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Pieris rapae;Portugal;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Albania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Austria;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Belarus;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Belgium;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Bulgaria;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Czechia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Denmark;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Estonia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Finland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;France;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Germany;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Greece;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Hungary;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Iceland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Italy;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Latvia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Lithuania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Malta;Saharo-Arabian;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
